Informant,Project,Sex,Age,Ethnicity,Education_level,Occupation,Town/City,County,State,Latitude,Longitude,Fieldworker,Year_interviewed,Notes
AL430,LAGS,Female,79,White,At least some high school,Teacher,Daleville,Dale,AL,31.3071,-85.7143,"Bast, Melanie",1979,
AL431,LAGS,Male,84,White,Between 1 and 8 years,Farmer,Geneva,Geneva,AL,31.0395,-85.8663,"Bassett, Marvin",1976,
AL432,LAGS,Female,69,White,Between 1 and 8 years,"Manager, official or proprietor",Slocomb,Geneva,AL,31.1076,-85.5923,"Rawlings, Joe Newsom",1976,church usher board
AL433,LAGS,Female,78,White,Between 1 and 8 years,Teacher,Geneva,Geneva,AL,31.0418,-85.8662,"Boyette, Ritchie",1978,
AL435,LAGS,Male,73,White,At least some high school,Farmer,Troy,Pike,AL,31.8041,-85.9813,"Bailey, Guy; Bassett, Marvin",1976,
AL435A,LAGS,Female,67,White,At least some high school,Operative,Banks,Pike,AL,31.815,-85.8428,"Yarbrough, Rhea",1976,railroad worker
AL436B,LAGS,Female,50,White,At least some high school,Keeping house,Troy,Pike,AL,31.8012,-85.9722,"Bailey, Guy",1976,
AL436C,LAGS,Male,27,White,At least some college or beyond,Professional & technical,Troy,Pike,AL,31.808,-85.9721,"Bassett, Marvin",1977,counselor
AL436D,LAGS,Male,22,White,At least some college or beyond,Student,Troy,Pike,AL,31.8038,-85.9737,"Olive, Annette",1979,
AL436E,LAGS,Male,69,White,At least some college or beyond,Teacher,Orion,Pike,AL,31.9454,-86.0231,"Shaffer, Gene",1976,
AL437,LAGS,Male,28,White,At least some college or beyond,Student,Troy,Pike,AL,31.8322,-85.9909,"Leas, Susan",1978,
AL439,LAGS,Male,68,White,Between 1 and 8 years,Farmer,Shacklesville,Butler,AL,31.7834,-86.8141,"Stanford, Brenda S. ",1979,
AL440,LAGS,Female,55,White,At least some high school,Keeping house,Greenville,Butler,AL,31.8294,-86.6315,"Bailey, Guy",1976,
AL442,LAGS,Male,77,White,At least some high school,Farmer,New Brockton,Coffee,AL,31.3859,-85.9294,"Bassett, Marvin",1976,
AL443,LAGS,Female,19,White,At least some college or beyond,Student,Enterprise,Coffee,AL,31.3154,-85.8549,"Briggs, Kevin",1979,
AL444,LAGS,Male,76,White,Between 1 and 8 years,Craftsman or foreman,Gantt,Covington,AL,31.411,-86.485,"Bailey, Guy",1976,Mechanic
AL445,LAGS,Female,57,White,At least some high school,Laborer,Andalusia,Covington,AL,31.3203,-86.4943,"Bailey, Guy",1976,
AL446,LAGS,Female,59,White,At least some high school,Professional & technical,Damascus,Escambia,AL,31.1553,-86.8441,"Hoomes, Eleanor",1976,Social service worker
AL446A,LAGS,Male,71,White,Between 1 and 8 years,Carpenter,Evergreen,Conecuh,AL,31.4343,-86.9546,"Bassett, Marvin",1978,
AL447,LAGS,Female,72,White,Between 1 and 8 years,Professional & technical,Peterman,Monroe,AL,31.5847,-97.2596,"Rutledge, Barbara",1974,nurse
AL448,LAGS,Female,49,White,At least some high school,Clerical or sales position,Mexboro,Monroe,AL,31.4951,-87.3772,"Rutledge, Barbara",1974,station agent
AL449A,LAGS,Male,73,White,At least some high school,Farmer,Thomasville,Clarke,AL,31.9141,-87.7411,"Bassett, Marvin",1978,
AL450,LAGS,Male,78,White,At least some high school,"Manager, official or proprietor",Leroy,Washington,AL,31.4984,-87.9885,"Rutledge, Barbara",1971,timber and mercantile business
AL451,LAGS,Male,85,White,Between 1 and 8 years,Farmer,Needham,Choctaw,AL,31.988,-88.3364,"Bassett, Marvin",1978,
AL472,LAGS,Male,74,White,Between 1 and 8 years,Laborer,Stockton,Baldwin,AL,30.9537,-87.8223,"Bassett, Marvin",1978,
AL474,LAGS,Male,18,White,At least some college or beyond,Student,Gulf Shores,Baldwin,AL,30.278,-87.6832,"Bassett, Marvin",1978,
AL475,LAGS,Female,70,White,At least some college or beyond,"Manager, official or proprietor",Stockton,Baldwin,AL,30.9941,-87.858,"Bassett, Marvin",1977,
AL476,LAGS,Male,52,White,At least some college or beyond,Clerical or sales position,Foley,Baldwin,AL,30.4064,-87.6838,"Bassett, Marvin",1977,insurance
AL479,LAGS,Male,55,White,At least some high school,Public servant,Mobile,Mobile,AL,30.6901,-88.0554,"Herrington, Elizabeth",1975,
AL480,LAGS,Female,43,White,At least some high school,Clerical or sales position,Bayou La Batre,Mobile,AL,30.4115,-88.2464,"Bassett, Marvin",1977,city clerk
AL482,LAGS,Female,84,White,At least some high school,Clerical or sales position,Mobile,Mobile,AL,30.6867,-88.043,"Bassett, Marvin",1977,railroad clerk
AL483,LAGS,Male,20,White,At least some high school,Service worker,Mobile,Mobile,AL,30.6907,-88.0389,"Herrington, Elizabeth",1975,barber; vocational school
AL484,LAGS,Female,31,White,At least some college or beyond,Teacher,Mobile,Mobile,AL,30.6894,-88.0387,"Moran, Margaret",1975,
AR674,LAGS,Male,82,White,Between 1 and 8 years,Farmer,Piggott,Clay,AR,36.3856,-90.1936,"McCall, Mary",1974,
AR675,LAGS,Female,47,White,At least some high school,Keeping house,Piggott,Clay,AR,36.3826,-90.1916,"McCall, Mary",1974,
AR677,LAGS,Female,73,White,Between 1 and 8 years,Clerical or sales position,Blythesville,Mississippi,AR,35.9284,-89.9042,"McCall, Mary",1974,
AR677A,LAGS,Male,30,White,At least some college or beyond,Farmer,Blythesville,Mississippi,AR,35.9275,-89.905,"McCall, Mary",1974,
AR678,LAGS,Male,68,White,Between 1 and 8 years,Public servant,Bay,Craighead,AR,35.7424,-90.5667,"McCall, Mary",1975,mayor
AR679,LAGS,Female,31,White,At least some high school,Clerical or sales position,Bay,Craighead,AR,35.7437,-90.565,"McCall, Mary",1975,
AR680,LAGS,Male,43,White,At least some college or beyond,Clerical or sales position,Jonesboro,Craighead,AR,35.8357,-90.705,"McCall, Mary",1975,
AR681,LAGS,Male,65,White,Between 1 and 8 years,Farmer,Cave City,Sharp,AR,35.9418,-91.5484,"McKemie, Gordon",1977,
AR682,LAGS,Female,67,White,Between 1 and 8 years,Keeping house,Ash Flat,Sharp,AR,36.2241,-91.6087,"Dumas, Bethany",1976,
AR683,LAGS,Male,64,White,Between 1 and 8 years,Farmer,Evening Shade,Sharp,AR,36.0721,-91.6162,"McKemie, Gordon",1977,
AR684,LAGS,Male,62,White,At least some high school,Farmer,Evening Shade,Sharp,AR,36.0733,-91.6144,"McKemie, Gordon",1977,
AR685,LAGS,Female,53,White,At least some college or beyond,Clerical or sales position,Salem,Fulton,AR,36.371,-91.8227,"Dumas, Bethany",1976,bank cashier
AR686,LAGS,Male,82,White,Between 1 and 8 years,Farmer,Melbourne,Izard,AR,36.0593,-91.9071,"McKemie, Gordon",1977,
AR687,LAGS,Male,35,White,At least some high school,Laborer,Lafferty,Izard,AR,35.9107,-91.8259,"McKemie, Gordon",1977,logger; schools in Melbourne
AR689,LAGS,Female,82,White,At least some high school,Keeping house,Forrest City,St. Francis,AR,35.0086,-90.7874,"McCall, Mary",1974,
AR691,LAGS,Female,49,White,At least some high school,Clerical or sales position,Forrest City,St. Francis,AR,35.0119,-90.7865,"McCall, Mary",1974,bookkeeper
AR692,LAGS,Female,93,White,At least some high school,"Manager, official or proprietor",Searcy,White,AR,35.2509,-91.7452,"McCall, Mary",1974,lunchroom supervisor
AR693,LAGS,Female,48,White,At least some high school,Clerical or sales position,Searcy,White,AR,35.2509,-91.7363,"McCall, Mary",1974,retail
AR694,LAGS,Male,70,White,Between 1 and 8 years,Farmer,Des Arc,Prairie,AR,34.9759,-91.4964,"McCall, Mary",1976,
AR695,LAGS,Female,49,White,At least some high school,Keeping house,Des Arc,Prairie,AR,34.9775,-91.4953,"McCall, Mary",1976,
AR696,LAGS,Male,85,White,Between 1 and 8 years,Craftsman or foreman,Rondo,Lee,AR,34.6597,-90.8226,"McKemie, Gordon",1977,carpenter
AR698,LAGS,Male,53,White,At least some high school,Farmer,West Helena,Phillips,AR,34.544,-90.6437,"McKemie, Gordon",1977,
AR699,LAGS,Male,69,White,At least some high school,"Manager, official or proprietor",Helena,Phillips,AR,34.5292,-90.5912,"McCall, Mary",1974,county assessor
AR700,LAGS,Male,84,White,Between 1 and 8 years,Farmer,Stuttgart,Arkansas,AR,34.4984,-91.5527,"McKemie, Gordon",1977,
AR701,LAGS,Male,72,White,Between 1 and 8 years,Farmer,Dudley Lake,Jefferson,AR,34.4545,-91.8983,"McKemie, Gordon",1977,
AR702,LAGS,Male,53,White,At least some college or beyond,"Manager, official or proprietor",Pine Bluff,Jefferson,AR,34.2238,-92.0034,"McKemie, Gordon",1977,postmaster
AR703,LAGS,Female,74,White,At least some high school,Keeping house,White Oak,Cleveland,AR,34.0302,-92.306,"Warriner, Joan",1973,
AR705,LAGS,Male,85,White,Between 1 and 8 years,Clerical or sales position,Little Rock,Pulaski,AR,34.7476,-92.2741,"Montgomery, Michael",1978,store clerk
AR706,LAGS,Female,72,White,At least some high school,Keeping house,Little Rock,Pulaski,AR,34.7468,-92.2755,"McCall, Mary",1975,
AR708,LAGS,Female,43,White,At least some college or beyond,Clerical or sales position,Little Rock,Pulaski,AR,34.7468,-92.2755,"McCall, Mary",1975,
AR709,LAGS,Female,17,White,At least some high school,Clerical or sales position,Little Rock,Pulaski,AR,34.7492,-92.2787,"McCall, Mary",1975,
AR711,LAGS,Male,46,White,At least some college or beyond,Operative,Little Rock,Pulaski,AR,34.6685,-92.3848,"McCall, Mary",1975,Printer
AR712,LAGS,Female,23,White,At least some college or beyond,Student,Little Rock,Pulaski,AR,34.7476,-92.2815,"McCall, Mary",1975,
AR713,LAGS,Female,86,White,At least some high school,Farmer,Greenbrier,Faulkner,AR,35.2342,-92.3879,"McCall, Mary",1974,
AR714,LAGS,Male,41,White,At least some high school,Unknown,Greenbrier,Faulkner,AR,35.236,-92.3949,"Bassett, Marvin",1977,
AR715,LAGS,Female,77,White,At least some high school,Farmer's wife,Pee Dee,Van Buren,AR,35.6053,-92.417,"McCall, Mary",1974,
AR716,LAGS,Male,84,White,Between 1 and 8 years,Farmer,Mountain Home,Baxter,AR,36.3354,-92.3853,"McCall, Mary",1974,
AR717,LAGS,Female,71,White,Between 1 and 8 years,Craftsman or foreman,Hilltop,Searcy,AR,35.8459,-92.5825,"McCall, Mary",1974,painter
AR717A,LAGS,Male,85,White,Between 1 and 8 years,Farmer,Red Hill,Searcy,AR,35.9197,-92.5786,"McCall, Mary",1974,Some education
AR718,LAGS,Male,49,White,At least some high school,Farmer,Baker,Searcy,AR,35.9132,-92.5969,"McCall, Mary",1974,
AR719,LAGS,Female,55,White,At least some college or beyond,Public servant,Marshall,Searcy,AR,35.9069,-92.6311,"McCall, Mary",1974,
AR720,LAGS,Female,80,White,At least some high school,Keeping house,Valley Springs,Boone,AR,36.1564,-92.9932,"McCall, Mary",1974,
AR721,LAGS,Male,76,White,At least some high school,Professional & technical,Berryville,Carroll,AR,36.3647,-93.5674,"Bassett, Marvin",1977,newspaper editor
AR722,LAGS,Male,75,White,Between 1 and 8 years,Clerical or sales position,Sulphur Springs,Benton,AR,36.4809,-94.4584,"McCall, Mary",1974,real estate
AR723,LAGS,Male,62,White,Between 1 and 8 years,Laborer,Winslow,Washington,AR,35.8027,-94.1345,"McCall, Mary",1974,timber worker
AR724,LAGS,Female,33,White,At least some high school,Clerical or sales position,West Fork,Washington,AR,35.9243,-94.1893,"McCall, Mary",1974,clerk
AR725,LAGS,Male,52,White,At least some college or beyond,Professional & technical,Fayetteville,Washington,AR,36.0636,-94.158,"Bassett, Marvin",1977,Attorney
AR726,LAGS,Female,86,White,Between 1 and 8 years,Farmer,Mulberry,Crawford,AR,35.4979,-94.052,"McCall, Mary",1974,
AR727,LAGS,Male,77,White,At least some high school,Farmer,Lamar,Johnson,AR,35.4451,-93.3932,"Bassett, Marvin",1977,
AR728,LAGS,Male,85,White,At least some high school,Farmer,Wing,Yell,AR,34.9447,-93.4641,"McCall, Mary",1974,Livestock
AR729,LAGS,Male,42,White,At least some college or beyond,Clerical or sales position,Danville,Yell,AR,35.0562,-93.3938,"McCall, Mary",1974,real estate broker
AR730,LAGS,Female,73,White,Between 1 and 8 years,Clerical or sales position,Fort Smith,Sebastian,AR,35.3822,-94.4184,"Bassett, Marvin",1977,telephone company employee
AR731,LAGS,Female,57,White,At least some high school,Clerical or sales position,Fort Smith,Sebastian,AR,35.3864,-94.4201,"McCall, Mary",1974,insurance agent
AR732,LAGS,Male,29,White,At least some college or beyond,Clerical or sales position,Fort Smith,Sebastian,AR,35.3848,-94.4216,"McCall, Mary",1974,
AR733,LAGS,Male,70,White,Between 1 and 8 years,Farmer,Gate,Scott,AR,34.7164,-94.1675,"Crist, Edward",1975,
AR734,LAGS,Male,68,White,Between 1 and 8 years,Farmer,Hatton,Polk,AR,34.3572,-94.3723,"Crist, Edward",1975,
AR735,LAGS,Female,80,White,At least some college or beyond,Professional & technical,Mena,Polk,AR,34.5854,-94.2387,"Crist, Edward",1975,"welfare worker; HS, teacher certification course"
AR736,LAGS,Female,56,White,At least some high school,Clerical or sales position,Mena,Polk,AR,34.5834,-94.2356,"Crist, Edward",1975,county clerk
AR736A,LAGS,Female,78,White,At least some high school,"Manager, official or proprietor",Mena,Polk,AR,34.5834,-94.2356,"Crist, Edward",1975,AddedFrom book
AR737,LAGS,Male,83,White,Between 1 and 8 years,Farm worker,Hot Springs,Garland,AR,34.5077,-93.053,"Bassett, Marvin",1977,dairyman
AR738,LAGS,Female,51,White,At least some high school,Clerical or sales position,Hot Springs,Garland,AR,34.5109,-93.0519,"McCall, Mary",1975,clerk typist
AR739,LAGS,Female,23,White,At least some college or beyond,Student,Hot Springs,Garland,AR,34.5092,-93.0532,"Montgomery, Michael",1978,
AR740,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,Hearn,Clark,AR,34.1389,-93.1627,"McCall, Mary",1975,
AR741,LAGS,Female,40,White,At least some college or beyond,Keeping house,Arkadelphia,Clark,AR,34.121,-93.0535,"Bassett, Marvin",1977,
AR742,LAGS,Male,76,White,Between 1 and 8 years,Craftsman or foreman,De Queen,Sevier,AR,34.0368,-94.3391,"Bassett, Marvin",1977,electrician
AR743,LAGS,Male,66,White,At least some college or beyond,Clerical or sales position,Lockesburg,Sevier,AR,33.9673,-94.1685,"Bassett, Marvin",1977,assistant postmaster
AR744,LAGS,Male,86,White,Between 1 and 8 years,Farmer,Texarkana,Miller,AR,33.4289,-94.0422,"Crist, Edward",1975,AddedFrom book
AR745,LAGS,Male,64,White,At least some high school,"Manager, official or proprietor",Texarkana,Miller,AR,33.4289,-94.0422,"Bassett, Marvin",1977,
AR746,LAGS,Female,60,White,At least some college or beyond,Keeping house,Lewisville,Lafayette,AR,33.3563,-93.5765,"Crist, Edward",1975,
AR747,LAGS,Male,75,White,At least some college or beyond,Teacher,Cale,Nevada,AR,33.6259,-93.2403,"Bassett, Marvin",1977,
AR748A,LAGS,Male,70,White,Unknown,Farmer,El Dorado,Union,AR,33.2119,-92.6655,"McKemie, Gordon",1977,Incomplete interview
AR749,LAGS,Female,68,White,At least some high school,Clerical or sales position,El Dorado,Union,AR,33.2119,-92.6655,"Bassett, Marvin",1977,store clerk
AR750,LAGS,Female,62,White,At least some high school,"Manager, official or proprietor",Strong,Union,AR,33.1103,-92.3566,"Bassett, Marvin",1977,
AR751,LAGS,Male,68,White,At least some college or beyond,Professional & technical,Junction City,Union,AR,33.0155,-92.7248,"McKemie, Gordon",1977,judge
AR752,LAGS,Male,31,White,At least some high school,Farmer,Arkansas City,Desha,AR,33.609,-91.2071,"McKemie, Gordon",1977,
AR752A,LAGS,Male,76,White,Between 1 and 8 years,Farmer,McGehee,Desha,AR,33.609,-91.2071,"McKemie, Gordon",1977,School board member; neighbor participates in last part of interview
AR752B,LAGS,Male,67,White,Between 1 and 8 years,Farmer,Arkansas City,Desha,AR,33.609,-91.2071,"McKemie, Gordon",1977,"Also river worker, railraod worker"
AR753,LAGS,Female,23,White,At least some college or beyond,Student,Dumas,Desha,AR,33.8875,-91.4903,"Leas, Susan",1978,
AR755,LAGS,Male,45,White,At least some high school,Farmer,Lake Village,Chicot,AR,33.331,-91.2817,"McKemie, Gordon",1977,
FL228,LAGS,Female,80,White,At least some high school,Keeping house,Jacksonville,Duval,FL,30.3315,-81.6526,"Wellborn, John",1975,
FL230,LAGS,Male,14,White,At least some high school,Student,Jacksonville,Duval,FL,30.3346,-81.6634,"Wellborn, John",1975,
FL230A,LAGS,Female,45,White,At least some high school,Keeping house,Jacksonville,Duval,FL,30.3322,-81.6556,"Edwards, Sandy",1973,AddedFrom book
FL231,LAGS,Male,53,White,At least some high school,Clerical or sales position,Jacksonville,Duval,FL,30.3347,-81.6673,"Wellborn, John",1975,insurance agent
FL232,LAGS,Female,20,White,At least some high school,Student,Jacksonville,Duval,FL,30.3282,-81.6664,"Wellborn, John",1975,
FL235,LAGS,Female,77,White,Between 1 and 8 years,Laborer,Mason City,Columbia,FL,30.0413,-82.598,"Rutledge, Barbara",1973,
FL236,LAGS,Male,46,White,At least some high school,Farmer,Hopeful Church,Columbia,FL,30.0987,-82.576,"Rutledge, Barbara",1973,
FL237,LAGS,Female,78,White,Between 1 and 8 years,Laborer,Shady Grove,Taylor,FL,30.3057,-83.6371,"Rutledge, Barbara",1973,
FL238,LAGS,Male,39,White,At least some high school,"Manager, official or proprietor",Shady Grove,Taylor,FL,30.288,-83.6317,"Rutledge, Barbara",1973,maintenance supervisor
FL239,LAGS,Female,52,White,At least some high school,Clerical or sales position,Tallahassee,Leon,FL,30.4398,-84.2807,"Bassett, Marvin",1978,stenographer
FL240,LAGS,Female,18,White,At least some college or beyond,Student,Tallahassee,Leon,FL,30.4382,-84.2807,"Bagalupi, Don",1979,
FL242,LAGS,Female,81,White,Between 1 and 8 years,Keeping house,Sopchoppy,Wakulla,FL,30.082,-84.6196,"Rutledge, Barbara",1973,
FL243,LAGS,Male,35,White,At least some high school,"Manager, official or proprietor",Sopchoppy,Wakulla,FL,30.0589,-84.4943,"Rutledge, Barbara",1973,postmaster
FL245,LAGS,Male,81,White,At least some college or beyond,Clerical or sales position,Gainesville,Alachua,FL,29.652,-82.3231,"Montgomery, Michael",1978,Wholesale supplier
FL246,LAGS,Male,73,White,Between 1 and 8 years,Farmer,Flemington,Marion,FL,29.4057,-82.2969,"Rutledge, Barbara",1974,
FL247,LAGS,Female,72,White,At least some college or beyond,Teacher,Sparr,Marion,FL,29.3376,-82.1127,"Griffin, Charlene",1974,
FL248,LAGS,Female,37,White,At least some high school,Keeping house,Oxford,Sumter,FL,28.9259,-82.0374,"Rutledge, Barbara",1974,
FL249,LAGS,Female,64,White,At least some high school,Professional & technical,Whitney,Lake,FL,28.8143,-81.934,"Bailey, Guy",1977,home development agent
FL249A,LAGS,Male,65,White,Between 1 and 8 years,"Manager, official or proprietor",Okahumpka,Lake,FL,28.7477,-81.8977,"Bailey, Guy",1977,storekeeper
FL250,LAGS,Male,66,White,Between 1 and 8 years,Fisher,Jena,Dixie,FL,29.664,-83.3731,"Bailey, Guy",1977,
FL252,LAGS,Male,55,White,Between 1 and 8 years,Fisher,Cedar Key,Levy,FL,29.1411,-83.0355,"Rutledge, Barbara",1974,
FL253,LAGS,Female,34,White,At least some high school,Keeping house,Cedar Key,Levy,FL,29.1386,-83.0348,"Rutledge, Barbara",1974,cosmetology school?
FL254,LAGS,Male,72,White,At least some high school,Public servant,St. Augustine,St. Johns,FL,29.8959,-81.3157,"Slater, Andrew; Karasik, Beth",1977,mail carrier
FL255,LAGS,Male,77,White,At least some high school,"Manager, official or proprietor",St. Augustine,St. Johns,FL,29.8928,-81.311,"Ball, Frederick W.",1977,Banker
FL255A,LAGS,Female,70,White,At least some high school,Professional & technical,St. Augustine,St. Johns,FL,29.8927,-81.3128,"Ball, Frederick W.",1977,historian and genealogist
FL256,LAGS,Male,80,White,NoFormal education,Laborer,Bardin,Putnam,FL,29.7256,-81.7313,"Rutledge, Barbara",1973,timber worker
FL257,LAGS,Female,57,White,Between 1 and 8 years,Clerical or sales position,Bardin,Putnam,FL,29.6759,-81.7153,"Rutledge, Barbara",1973,Real estate clerk
FL258,LAGS,Male,56,White,Between 1 and 8 years,Farmer,Tomoka Farms,Volusia,FL,29.0971,-81.0749,"Rutledge, Barbara",1974,Rancher
FL259,LAGS,Female,31,White,At least some high school,Service worker,Port Orange,Volusia,FL,29.1262,-81.0207,"Rutledge, Barbara",1974,beautician
FL260,LAGS,Male,70,White,Between 1 and 8 years,Operative,Paola,Seminole,FL,28.7863,-81.3628,"Odham, Lisa",1973,butcher
FL261,LAGS,Female,19,White,At least some college or beyond,Student,Orlando,Orange,FL,28.5378,-81.3775,"Leas, Susan",1978,
FL262,LAGS,Male,87,White,Between 1 and 8 years,Farmer,Fort Meade,Polk,FL,27.7519,-81.8017,"Bailey, Guy",1977,Cattle business
FL263,LAGS,Male,77,White,At least some college or beyond,Operative,Lake Wales,Polk,FL,27.9013,-81.5939,"Bailey, Guy",1977,Phosphate miner
FL264,LAGS,Male,19,White,At least some college or beyond,Student,Fort Meade,Polk,FL,27.7518,-81.8028,"Sheppa, Elena",1979,
FL265,LAGS,Male,80,White,Between 1 and 8 years,Farmer,Fellsmere,Indian River,FL,27.7667,-80.6036,"Bailey, Guy",1977,cattleman
FL266,LAGS,Male,25,White,At least some college or beyond,Student,St. Petersburg,Pinellas,FL,27.7886,-82.6394,"Blackwell, David A.",1977,
FL269,LAGS,Male,76,White,At least some high school,"Manager, official or proprietor",Plant City,Hillsborough,FL,28.0172,-82.1253,"Shaffer, Gene",1976,Merchant
FL272,LAGS,Male,65,White,At least some college or beyond,Clerical or sales position,Tampa,Hillsborough,FL,27.9473,-82.4568,"Shaffer, Gene",1976,
FL273,LAGS,Male,17,White,At least some high school,Student,Tampa,Hillsborough,FL,27.9474,-82.4587,"Shaffer, Gene",1976,
FL274,LAGS,Female,30,White,At least some college or beyond,Professional & technical,Tampa,Hillsborough,FL,27.9486,-82.4554,"Shaffer, Gene",1976,news reporter
FL275,LAGS,Male,77,White,At least some college or beyond,"Manager, official or proprietor",Fort Ogden,De Soto,FL,27.0819,-81.9566,"Bailey, Guy",1977,postmaster
FL276,LAGS,Male,73,White,Between 1 and 8 years,Farmer,Basinger,Okeechobee,FL,27.3892,-81.0321,"Bailey, Guy",1977,cattleman
FL277,LAGS,Female,76,White,At least some high school,Keeping house,West Palm Beach,Palm Beach,FL,26.7143,-80.0527,"Moore, Mary Jean",1973,
FL278,LAGS,Female,20,White,At least some college or beyond,Student,Fort Myers,Lee,FL,26.6408,-81.8682,"Richardson, Gail",1978,
FL279,LAGS,Male,19,White,At least some college or beyond,Student,Ft. Lauderdale,Broward,FL,26.1224,-80.1435,"Keen, James",1979,
FL282,LAGS,Female,79,White,At least some high school,Clerical or sales position,Miami,Dade,FL,25.729,-80.2374,"Starwalt, Donald",1975,store clerk
FL284,LAGS,Male,59,White,At least some high school,"Manager, official or proprietor",Miami,Dade,FL,25.7931,-80.1349,"Starwalt, Donald",1975,director of civic affairs
FL285,LAGS,Female,20,White,At least some high school,Professional & technical,Miami,Dade,FL,25.7296,-80.2374,"Starwalt, Donald",1975,reporter
FL286,LAGS,Male,22,White,At least some college or beyond,Student,Miami,Dade,FL,25.7298,-80.2374,"Starwalt, Donald",1975,
FL288,LAGS,Male,76,White,Between 1 and 8 years,Operative,Islamorada,Monroe,FL,24.9603,-80.5679,"Bailey, Guy",1977,lighthouse keeper
FL288A,LAGS,Male,91,White,Between 1 and 8 years,Service worker,Key West,Monroe,FL,24.5584,-81.8011,"Starwalt, Donald",1975,"barber, sheriff"
FL288B,LAGS,Male,59,White,At least some high school,Laborer,Key West,Monroe,FL,24.5598,-81.7837,"Starwalt, Donald",1975,freight handler
FL289,LAGS,Female,34,White,At least some college or beyond,Clerical or sales position,Key West,Monroe,FL,24.5541,-81.8008,"Starwalt, Donald",1975,librarian
FL452,LAGS,Male,50,White,At least some college or beyond,Fisher,Apalachicola,Franklin,FL,29.7255,-84.987,"Bailey, Guy",1977,
FL454,LAGS,Male,69,White,Between 1 and 8 years,Fisher,Port St. Joe,Gulf,FL,29.8125,-85.3009,"Rutledge, Barbara",1973,
FL455,LAGS,Male,46,White,At least some high school,Craftsman or foreman,Port St. Joe,Gulf,FL,29.8163,-85.2888,"Rutledge, Barbara",1973,electrician
FL456,LAGS,Female,63,White,At least some college or beyond,Keeping house,Port St. Joe,Gulf,FL,29.8123,-85.3019,"Rutledge, Barbara",1973,
FL458,LAGS,Female,46,White,At least some college or beyond,Teacher,Panama City,Bay,FL,30.1677,-85.6504,"Bailey, Guy",1977,
FL460,LAGS,Female,87,White,Between 1 and 8 years,Keeping house,Rock Hill,Washington,FL,30.7797,-85.6424,"Rutledge, Barbara",1973,
FL461,LAGS,Male,42,White,At least some high school,Professional & technical,Wausau,Washington,FL,30.6319,-85.5888,"Rutledge, Barbara",1973,engineer
FL462,LAGS,Male,71,White,Between 1 and 8 years,"Manager, official or proprietor",Point Washington,Walton,FL,30.3714,-86.1152,"Bailey, Guy",1977,Ship captain
FL465,LAGS,Female,72,White,Between 1 and 8 years,Keeping house,Laurel Hill,Okaloosa,FL,30.9668,-86.4596,"Rutledge, Barbara",1973,
FL466,LAGS,Female,88,White,Between 1 and 8 years,Keeping house,Laurel Hill,Okaloosa,FL,30.9657,-86.4555,"Rutledge, Barbara",1973,
FL467,LAGS,Female,77,White,Between 1 and 8 years,Keeping house,Jay,Santa Rosa,FL,30.9513,-87.1512,"Bailey, Guy",1977,
FL469,LAGS,Male,76,White,Between 1 and 8 years,Operative,Pensacola,Escambia,FL,30.4218,-87.2147,"Rutledge, Barbara",1974,butcher
FL470,LAGS,Male,34,White,At least some high school,Professional & technical,Barrineau Park,Escambia,FL,30.6969,-87.4265,"Rutledge, Barbara",1974,auto racer
FL471,LAGS,Male,64,White,At least some college or beyond,"Manager, official or proprietor",Pensacola,Escambia,FL,30.4208,-87.2172,"Rutledge, Barbara",1974,vp of company
GA061,LAGS,Male,81,White,Between 1 and 8 years,Farmer,Ellijay,Gilmer,GA,34.6949,-84.4828,"McCall, Mary",1974,
GA062,LAGS,Female,61,White,At least some high school,Operative,East Ellijay,Gilmer,GA,34.6856,-84.4737,"Rudisill, Gale",1977,seamstress
GA063,LAGS,Male,86,White,Between 1 and 8 years,Laborer,Chatsworth,Murray,GA,34.7826,-84.7963,"Fitzsimons, JamesM.",1968,
GA063A,LAGS,Male,60,White,Between 1 and 8 years,Craftsman or foreman,Chatsworth,Murray,GA,34.7826,-84.7963,"Batty, Linda",1973,mechanic
GA064,LAGS,Female,86,White,At least some high school,Farmer,Blairsville,Union,GA,34.7662,-84.7696,"Hunter, Elsie",1973,
GA065,LAGS,Male,72,White,At least some high school,Craftsman or foreman,Flat Creek,Rabun,GA,34.7464,-83.5041,"Thigpen, Patricia",1972,power company worker
GA066A,LAGS,Male,90,White,Between 1 and 8 years,Farmer,Dalton,Whitfield,GA,34.761,-85.0021,"Clotfelter, Tom",1972,
GA066B,LAGS,Male,82,White,At least some high school,Farmer ,Varnell,Whitfield,GA,34.9009,-84.9738,"Bradley, Claudia",1971,
GA067,LAGS,Female,24,White,At least some college or beyond,Clerical or sales position,Dalton,Whitfield,GA,34.7615,-84.9715,"Bloom, Jan",1972,
GA068,LAGS,Female,69,White,At least some high school,Service worker,Ringgold,Catoosa,GA,34.9155,-85.1089,"Midkiff, Ronald",1969,cafeteria worker
GA069,LAGS,Female,63,White,Between 1 and 8 years,Operative,Jasper,Pickens,GA,34.4687,-84.4273,"Duggleby, Kathryn E.",1977,textile mill worker
GA070,LAGS,Female,75,White,At least some high school,Laborer,Hickory Flat,Cherokee,GA,34.1678,-84.4307,"Musgrove, Patsy",1977,
